id,IMDb,title,genres,overview
573,7445,Brothers,"Drama,Thriller","When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem."
574,10195,Thor,"Adventure,Action","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth."
575,166428,How to Train Your Dragon: The Hidden World,"Animation,Adventure","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind."
576,242,The Godfather Part III,"Crime,Drama,Thriller","In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing."
577,270946,Penguins of Madagascar,"Animation,Adventure,Comedy","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it."
578,16869,Inglourious Basterds,"Drama,Thriller","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers."
579,49444,Kung Fu Panda 2,Animation,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed."
580,333339,Ready Player One,"Adventure,Action,Science Fiction","When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune."
581,451048,Jungle Cruise,"Action,Adventure","Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine."
582,181812,Star Wars: The Rise of Skywalker,"Adventure,Action,Science Fiction","The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins."
583,852881,Pretty Young Sister 4,"Drama,Romance","Jeong-woo who is tired of instant food and living alone decides to order delivery food. However, Ga-yeong, the delivery driver, is unfriendly even if she was late. To criticize Ga-yeong sarcastically, he asks, ""Will you do everything if I give you money?"" Ga-yeong takes the words seriously and attacks Jeong-woo's house. Woo-hyeon is questioning the woman's underwear found at the house of Hyeon-min who came to play at Jeong-woo's house, and learns the situation through Ga-yeong who just came. He said he was better than Jeong-woo. However, Ga-yeong is already full of thoughts of eating both of them."
584,7451,xXx,"Action,Adventure,Thriller","Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi."
585,728300,Odd Man Rush,Drama,"When Harvard hockey’s Bobby Sanders lands in Sweden’s minor leagues, his relationship with the girl at the local market forces him to confront the reality of his childhood NHL dream before the hockey gods intervene."
586,1109534,The Dive,Thriller,"Two sisters go diving at a beautiful, remote location. One of the sisters is struck by a rock, leaving her trapped 28 meters below. With dangerously low levels of oxygen and cold temperatures, it is up to her sister to fight for her life."
587,8871,How the Grinch Stole Christmas,Comedy,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...
588,661374,Glass Onion: A Knives Out Mystery,"Comedy,Crime",World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.
589,11932,Bride of Chucky,"Comedy,Horror","After being cut apart by the police, killer doll Chucky is resurrected by Tiffany, an ex-girlfriend of the serial murderer whose soul is inside the toy. Following an argument, Chucky kills Tiffany and transfers her soul into a bride doll. To find the magical amulet that can restore them both to human form, Chucky and Tiffany arrange to be driven to New Jersey by Jesse and Jade, who are unaware that their cargo is alive."
590,640,Catch Me If You Can,"Drama,Crime","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit."
591,297802,Aquaman,"Action,Adventure","Once home to the most advanced civilization on Earth, Atlantis is now an underwater kingdom ruled by the power-hungry King Orm. With a vast army at his disposal, Orm plans to conquer the remaining oceanic people and then the surface world. Standing in his way is Arthur Curry, Orm's half-human, half-Atlantean brother and true heir to the throne."
592,1150537,"Justice League x RWBY: Super Heroes & Huntsmen, Part Two","Animation,Action,Adventure","On the heels of successfully escaping a deadly digital trap, the members of the Justice League emerge in their own world to discover that Grimm, ravenous creatures from Remnant, have overtaken Earth! In order to defeat the monsters, they must call on their new friends – Team RWBY – for help!"
